,usertoken,date,preq_gender,preq_race,preq_education,preq_age,postq_economic,postq_social,postq_attention1,postq_attention2,exclude,account_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,count_tweets,sourceComment,credibility_choice,credibility_uncertainty,credibility_time,politicalOrientation_choice,politicalOrientation_uncertainty,politicalOrientation_time,inst_nCredibleNCertain,inst_nCredibleNCertainUncertainty,inst_credibleCertainChoice,inst_credibleCertainUncertainty
294,9eRGKoma,9/8/20,Female,White/Caucasian/European,Undergraduate,36,Slightly Conservative,Slightly Conservative,I will simply take Rest to stay for feel better,I will wait for his turn.,0,2,Jerusalem_Post,H,TRUE,angry,FALSE,5,Good,0.782782573,0.254008192,1.60E+12,0.742891619,1.469712997,1.60E+12,,,,
295,9eRGKoma,9/8/20,Female,White/Caucasian/European,Undergraduate,36,Slightly Conservative,Slightly Conservative,I will simply take Rest to stay for feel better,I will wait for his turn.,0,3,amlookout,B,TRUE,angry,TRUE,5,,0.821123432,0.244422978,1.60E+12,0.230082627,0.920180621,1.60E+12,,,,
296,9eRGKoma,9/8/20,Female,White/Caucasian/European,Undergraduate,36,Slightly Conservative,Slightly Conservative,I will simply take Rest to stay for feel better,I will wait for his turn.,0,4,InvestWatchBlog,D,TRUE,angry,FALSE,6,,0.41854441,0.508016385,1.60E+12,0.067133975,0.699720681,1.60E+12,,,,
297,9eRGKoma,9/8/20,Female,White/Caucasian/European,Undergraduate,36,Slightly Conservative,Slightly Conservative,I will simply take Rest to stay for feel better,I will wait for his turn.,0,5,MotherJones,E,TRUE,angry,FALSE,6,,0.468866788,0.273178622,1.60E+12,-0.028718173,0.527186814,1.60E+12,,,,
298,9eRGKoma,9/8/20,Female,White/Caucasian/European,Undergraduate,36,Slightly Conservative,Slightly Conservative,I will simply take Rest to stay for feel better,I will wait for his turn.,0,6,opednews,C,TRUE,angry,TRUE,5,,0.557530025,0.316312089,1.60E+12,-0.354615476,0.661379822,1.60E+12,,,,
299,9eRGKoma,9/8/20,Female,White/Caucasian/European,Undergraduate,36,Slightly Conservative,Slightly Conservative,I will simply take Rest to stay for feel better,I will wait for his turn.,0,7,veteranstoday,A,TRUE,angry,FALSE,5,,0.57430415,0.277971229,1.60E+12,-0.215629862,0.575112961,1.60E+12,,,,
300,Rva5jQEs,9/8/20,Male,African American/Black,Undergraduate,40,Moderate,Moderate,give rest,ignore the cashier,0,0,MotherJones,E,FALSE,mixed,FALSE,56,its good ,0.57430415,0.023963037,1.60E+12,0.397823886,0,1.60E+12,0.670068007,0.004757148,0.579682202,0.004757148
301,Rva5jQEs,9/8/20,Male,African American/Black,Undergraduate,40,Moderate,Moderate,give rest,ignore the cashier,0,1,InvestWatchBlog,D,FALSE,mixed,TRUE,7,nice,0.564718936,0.004792607,1.60E+12,0.345105205,0,1.60E+12,0.670068007,0.004757148,0.579682202,0.004757148
302,Rva5jQEs,9/8/20,Male,African American/Black,Undergraduate,40,Moderate,Moderate,give rest,ignore the cashier,0,2,veteranstoday,A,FALSE,mixed,FALSE,7,its very nice,0.533566988,0.009585215,1.60E+12,0.29717913,0,1.60E+12,0.670068007,0.004757148,0.579682202,0.004757148
303,Rva5jQEs,9/8/20,Male,African American/Black,Undergraduate,40,Moderate,Moderate,give rest,ignore the cashier,0,3,CNNPolitics,G,FALSE,mixed,TRUE,6,nice,0.70370455,0.004792607,1.60E+12,0.210912197,0,1.60E+12,0.670068007,0.004757148,0.579682202,0.004757148
304,Rva5jQEs,9/8/20,Male,African American/Black,Undergraduate,40,Moderate,Moderate,give rest,ignore the cashier,0,4,nypost,F,FALSE,mixed,TRUE,7,nice,0.634211743,0.004792607,1.60E+12,0.402616493,0.01917043,1.60E+12,0.670068007,0.004757148,0.579682202,0.004757148
305,Rva5jQEs,9/8/20,Male,African American/Black,Undergraduate,40,Moderate,Moderate,give rest,ignore the cashier,0,5,amlookout,B,FALSE,mixed,FALSE,7,nice ,0.674948906,0,1.60E+12,0.234875234,0,1.60E+12,0.670068007,0.004757148,0.579682202,0.004757148
306,Rva5jQEs,9/8/20,Male,African American/Black,Undergraduate,40,Moderate,Moderate,give rest,ignore the cashier,0,6,Jerusalem_Post,H,FALSE,mixed,FALSE,12,nice,0.619833921,0.004792607,1.60E+12,0.455335175,0,1.60E+12,0.670068007,0.004757148,0.579682202,0.004757148
307,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,0,amlookout,B,TRUE,happy,TRUE,9,7,0.519189165,0,1.60E+12,0.527224286,0.028755644,1.60E+12,,,,
308,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,1,opednews,C,TRUE,happy,FALSE,5,This is good,0.320295958,0,1.60E+12,0.450542567,0,1.60E+12,,,,
309,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,2,InvestWatchBlog,D,TRUE,happy,FALSE,5,Nice,0.859464291,0,1.60E+12,0.29717913,0,1.60E+12,,,,
310,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,3,veteranstoday,A,TRUE,happy,TRUE,6,Well,0.449696358,0,1.60E+12,0.623076434,0,1.60E+12,,,,
311,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,4,Jerusalem_Post,H,TRUE,happy,FALSE,5,Nice,0.358636817,0,1.60E+12,0.757269441,0.009585215,1.60E+12,,,,
312,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,5,nypost,F,TRUE,happy,TRUE,5,Well,0.840293861,0,1.60E+12,0.776439871,0,1.60E+12,,,,
313,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,6,MotherJones,E,TRUE,happy,TRUE,5,Well,0.952920135,0,1.60E+12,0.31634956,0,1.60E+12,,,,
314,vNxClp87,9/8/20,Female,African American/Black,Masters,30,Slightly Conservative,Slightly Conservative,This is good,This is well,1,7,CNNPolitics,G,TRUE,happy,FALSE,5,Good,0.248406829,0,1.60E+12,0.776439871,0,1.60E+12,,,,
315,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,0,amlookout,B,FALSE,mixed,TRUE,5,,0.502415039,0,1.60E+12,3.75E-05,0,1.60E+12,,,,
316,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,1,CNNPolitics,G,FALSE,mixed,TRUE,21,very nice one,0.303521814,0.08626697,1.60E+12,0.31634956,0.162948652,1.60E+12,,,,
317,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,2,veteranstoday,A,FALSE,mixed,TRUE,11,very nice one,0.715686069,0.124607792,1.60E+12,0.359483027,0.220459941,1.60E+12,,,,
318,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,3,InvestWatchBlog,D,FALSE,mixed,FALSE,8,good one,0.305918118,0.115022578,1.60E+12,0.431372138,0.277971229,1.60E+12,,,,
319,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,4,nypost,F,FALSE,mixed,TRUE,10,good person,0.226840095,0.105437363,1.60E+12,0.416994316,0.469675526,1.60E+12,,,,
320,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,5,Jerusalem_Post,H,FALSE,mixed,FALSE,11,good person,0.65817478,0.119815185,1.60E+12,-0.555905024,0.335482518,1.60E+12,,,,
321,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,6,opednews,C,FALSE,mixed,FALSE,14,good person,0.617437617,0.086266933,1.60E+12,0.273216093,0.450505096,1.60E+12,,,,
322,lkTN30iU,9/8/20,Female,White/Caucasian/European,Masters,46,Very Consertavite,Very Consertavite,the consertavite is the more potential person and more important the situation is the good one,good one of the situation is perfect and more confident to likeley and big one,1,7,MotherJones,E,FALSE,mixed,FALSE,8,good thinks,0.67734521,0.052718681,1.60E+12,0.263630879,1.140640562,1.60E+12,,,,
323,ykawmf14,9/8/20,Female,African American/Black,Masters,42,Slightly liberal,Moderate,"On the morning of an important job interview, you wake up with fever and chills in my company manager in phone call",You stop by a store to grab an item you need in phone call in adaer,0,0,MotherJones,E,TRUE,angry,TRUE,5,good,0.761215839,0,1.60E+12,0.004830079,0.047926074,1.60E+12,0.660158337,0.073448402,0.609152502,0.008160934
324,ykawmf14,9/8/20,Female,African American/Black,Masters,42,Slightly liberal,Moderate,"On the morning of an important job interview, you wake up with fever and chills in my company manager in phone call",You stop by a store to grab an item you need in phone call in adaer,0,1,CNNPolitics,G,TRUE,angry,FALSE,7,nice,0.701308247,0.095852148,1.60E+12,0.460127782,0.316312089,1.60E+12,0.660158337,0.073448402,0.609152502,0.008160934
325,ykawmf14,9/8/20,Female,African American/Black,Masters,42,Slightly liberal,Moderate,"On the morning of an important job interview, you wake up with fever and chills in my company manager in phone call",You stop by a store to grab an item you need in phone call in adaer,0,2,veteranstoday,A,TRUE,angry,FALSE,5,good,0.696515639,0.01917043,1.60E+12,0.215704805,0.038340859,1.60E+12,0.660158337,0.073448402,0.609152502,0.008160934
326,ykawmf14,9/8/20,Female,African American/Black,Masters,42,Slightly liberal,Moderate,"On the morning of an important job interview, you wake up with fever and chills in my company manager in phone call",You stop by a store to grab an item you need in phone call in adaer,0,3,opednews,C,TRUE,angry,TRUE,5,good,0.691723032,0.052718681,1.60E+12,0.407409101,0.009585215,1.60E+12,0.660158337,0.073448402,0.609152502,0.008160934
327,ykawmf14,9/8/20,Female,African American/Black,Masters,42,Slightly liberal,Moderate,"On the morning of an important job interview, you wake up with fever and chills in my company manager in phone call",You stop by a store to grab an item you need in phone call in adaer,0,4,Jerusalem_Post,H,TRUE,angry,TRUE,6,good,0.737252802,0.062303896,1.60E+12,0.508053856,0.038340859,1.60E+12,0.660158337,0.073448402,0.609152502,0.008160934
328,tTiBq6va,9/8/20,Male,African American/Black,Undergraduate,26,Moderate,Slightly Conservative,I sent the mail to the company to told about my situations and aks premission for excuse .,I am waiting for the cashier and then I put money on the table and write the bill amount to convey the things.,0,0,InvestWatchBlog,D,TRUE,angry,TRUE,6,My decisons is depends on the look and the tweets they about the matter.,0.627022832,0.11022997,1.60E+12,-0.143740751,0.354652948,1.60E+12,0.682600904,0.097931203,0.772371174,0.265230342
329,tTiBq6va,9/8/20,Male,African American/Black,Undergraduate,26,Moderate,Slightly Conservative,I sent the mail to the company to told about my situations and aks premission for excuse .,I am waiting for the cashier and then I put money on the table and write the bill amount to convey the things.,0,1,InvestWatchBlog,D,TRUE,angry,TRUE,6,My decision is depends on the face and the informations they provided.,0.713289765,0.138985615,1.60E+12,-0.038303388,0.249215585,1.60E+12,0.682600904,0.097931203,0.772371174,0.265230342
330,tTiBq6va,9/8/20,Male,African American/Black,Undergraduate,26,Moderate,Slightly Conservative,I sent the mail to the company to told about my situations and aks premission for excuse .,I am waiting for the cashier and then I put money on the table and write the bill amount to convey the things.,0,2,veteranstoday,A,TRUE,angry,TRUE,7,I made this decison depends on the face expressions.,0.504811343,0.119815185,1.60E+12,-0.105399891,0.373823377,1.60E+12,0.682600904,0.097931203,0.772371174,0.265230342
331,tTiBq6va,9/8/20,Male,African American/Black,Undergraduate,26,Moderate,Slightly Conservative,I sent the mail to the company to told about my situations and aks premission for excuse .,I am waiting for the cashier and then I put money on the table and write the bill amount to convey the things.,0,3,MotherJones,E,TRUE,angry,FALSE,7,I made this decision depedns on the tweets depth and the content.,0.435318536,0.177326474,1.60E+12,0.047963546,0.527186814,1.60E+12,0.682600904,0.097931203,0.772371174,0.265230342
332,tTiBq6va,9/8/20,Male,African American/Black,Undergraduate,26,Moderate,Slightly Conservative,I sent the mail to the company to told about my situations and aks premission for excuse .,I am waiting for the cashier and then I put money on the table and write the bill amount to convey the things.,0,4,amlookout,B,TRUE,angry,FALSE,7,The decision is depedns on the content and the name.,0.473659395,0.2588008,1.60E+12,0.278008701,0.316312089,1.60E+12,0.682600904,0.097931203,0.772371174,0.265230342
333,tTiBq6va,9/8/20,Male,African American/Black,Undergraduate,26,Moderate,Slightly Conservative,I sent the mail to the company to told about my situations and aks premission for excuse .,I am waiting for the cashier and then I put money on the table and write the bill amount to convey the things.,0,5,opednews,C,TRUE,angry,FALSE,7,I made this decison depends on the tweets weight and the leader name.,0.370618336,0.172533903,1.60E+12,0.364275634,0.402579022,1.60E+12,0.682600904,0.097931203,0.772371174,0.265230342
334,tTiBq6va,9/8/20,Male,African American/Black,Undergraduate,26,Moderate,Slightly Conservative,I sent the mail to the company to told about my situations and aks premission for excuse .,I am waiting for the cashier and then I put money on the table and write the bill amount to convey the things.,0,6,nypost,F,TRUE,angry,TRUE,5,The tweets make to concentrate on the level of the text they used in that to make decison.,0.325088566,0.263593444,1.60E+12,0.009622686,0.527186814,1.60E+12,0.682600904,0.097931203,0.772371174,0.265230342
335,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,0,nypost,F,TRUE,angry,TRUE,7,My decisions is very good.,0.766008447,0.091059541,1.60E+12,0.642246864,0,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
336,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,1,MotherJones,E,TRUE,angry,TRUE,7,My decisions is very accrued.,0.76840475,0.057511289,1.60E+12,0.771647263,0.287556444,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
337,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,2,veteranstoday,A,TRUE,angry,FALSE,7,Very nice decisions i will do work.,0.773197358,0.057511289,1.60E+12,0.786025086,0.143778222,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
338,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,3,Jerusalem_Post,H,TRUE,angry,FALSE,6,Always right decisions.,0.63900435,0.11022997,1.60E+12,0.560772538,0.373823377,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
339,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,4,amlookout,B,TRUE,angry,TRUE,6,Nice tweets.,0.662967387,0.052718681,1.60E+12,0.690172938,0.201289511,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
340,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,5,CNNPolitics,G,TRUE,angry,FALSE,6,Very good decisions.,0.78757518,0.196496904,1.60E+12,0.805195515,0.009585215,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
341,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,6,opednews,C,TRUE,angry,TRUE,5,My decisions is accrued.,0.641400654,0.249215585,1.60E+12,0.666209901,0.508016385,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
342,FlxyIFjo,9/8/20,Male,African American/Black,Masters,50,Moderate,Slightly Conservative,"The completely honest one. As the candidate you do everything you can to meet the interview time, but if you can't, you try your best to reschedule it. If you and the potential employer are unable to do so, then both of you move on.", Which of the following is true about the ʺIf Iʺ take-away technique? ... Commission found that people who reported having more debt than they could handle.,0,7,InvestWatchBlog,D,TRUE,angry,FALSE,5,Good.,0.706100854,0.067096504,1.60E+12,0.651832078,1.301971738,1.60E+12,0.723405573,0.134655405,0.639756003,0.004080467
343,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,0,Jerusalem_Post,H,TRUE,happy,TRUE,6,Little bit,0.758819536,0.277971229,1.60E+12,-0.009547743,0.75723197,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
344,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,1,opednews,C,TRUE,happy,TRUE,6,Very much,0.78757518,0.2588008,1.60E+12,0.757269441,1.416994316,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
345,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,2,veteranstoday,A,TRUE,happy,FALSE,6,Average,0.380203551,0.254008229,1.60E+12,-0.253970721,0.440919954,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
346,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,3,InvestWatchBlog,D,TRUE,happy,FALSE,5,Little bit,0.873842113,0.684534121,1.60E+12,-0.608623705,0.345067733,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
347,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,4,MotherJones,E,TRUE,happy,FALSE,5,Average,0.804349306,0.249215585,1.60E+12,-0.814705824,0.364238163,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
348,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,5,nypost,F,TRUE,happy,FALSE,5,Little bit,0.91697558,0.830708647,1.60E+12,-0.023925566,0.23963037,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
349,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,6,amlookout,B,TRUE,happy,TRUE,5,Very much,0.679741513,0.138985615,1.60E+12,0.948973737,1.81478073,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
350,JTWZG7ox,9/8/20,Male,White/Caucasian/European,Undergraduate,32,Very Consertavite,Very Consertavite,I will intake some medicine and go for that interview. ,I will wait for the cashier ,0,7,CNNPolitics,G,TRUE,happy,TRUE,5,Very much,0.773197358,0.196496904,1.60E+12,0.972936774,1.805195515,1.60E+12,0.050128534,0.143979271,0.925388679,0.625474369
351,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,0,Jerusalem_Post,H,TRUE,happy,FALSE,29,Every tweets make me feel deep inside to take the decision,0.562322632,0.335482518,1.60E+12,0.162986123,0.71889111,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
352,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,1,veteranstoday,A,TRUE,happy,TRUE,7,makes me feel good,0.588681973,0.292349052,1.60E+12,-0.239592899,1.035203199,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
353,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,2,opednews,C,TRUE,happy,FALSE,6,I felt well,0.452092662,0.004792607,1.60E+12,-0.081436854,0.805158044,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
354,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,3,InvestWatchBlog,D,TRUE,happy,TRUE,6,It was nice,0.624626528,0.618246355,1.60E+12,0.07671919,0.584698103,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
355,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,4,amlookout,B,TRUE,happy,FALSE,5,Good,0.653382173,0.36903077,1.60E+12,0.201326982,0.5176016,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
356,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,5,CNNPolitics,G,TRUE,happy,TRUE,5,it was realistic,0.586285669,0.402579022,1.60E+12,-0.220422469,0.536772102,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
357,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,6,nypost,F,TRUE,happy,TRUE,6,fantastic,0.57430415,0.402579022,1.60E+12,0.416994316,0.592665806,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
358,0m7FmjRC,9/8/20,Female,White/Caucasian/European,Undergraduate,22,Slightly liberal,Moderate,I will go for interview if that was my first job interview,I will call them make necessary action,0,7,MotherJones,E,TRUE,happy,FALSE,5,nice,0.430525928,0.392993844,1.60E+12,-0.354615476,0.364238236,1.60E+12,0.515301765,0.57534582,0.380646361,0.310115477
359,LdXhhFi5,9/8/20,Male,White/Caucasian/European,High School,48,Moderate,Slightly liberal,normal ,just handle it,1,0,MotherJones,E,TRUE,happy,FALSE,32,just prediction,0.531170684,0.345067733,1.60E+12,0.306764345,0.345067733,1.60E+12,0.705043472,0.367242012,0.766250474,0.334598278
360,LdXhhFi5,9/8/20,Male,White/Caucasian/European,High School,48,Moderate,Slightly liberal,normal ,just handle it,1,1,amlookout,B,TRUE,happy,TRUE,9,JUST PREDICTION,0.588681973,0.210874726,1.60E+12,0.301971738,0.508016385,1.60E+12,0.705043472,0.367242012,0.766250474,0.334598278
361,LdXhhFi5,9/8/20,Male,White/Caucasian/European,High School,48,Moderate,Slightly liberal,normal ,just handle it,1,2,CNNPolitics,G,TRUE,happy,TRUE,8,just prediction,0.607852402,0.177326474,1.60E+12,-0.124570321,0.594283391,1.60E+12,0.705043472,0.367242012,0.766250474,0.334598278
362,LdXhhFi5,9/8/20,Male,White/Caucasian/European,High School,48,Moderate,Slightly liberal,normal ,just handle it,1,3,nypost,F,TRUE,happy,TRUE,9,just prediction,0.605456099,0.210874726,1.60E+12,-0.129362928,0.536772029,1.60E+12,0.705043472,0.367242012,0.766250474,0.334598278
363,LdXhhFi5,9/8/20,Male,White/Caucasian/European,High School,48,Moderate,Slightly liberal,normal ,just handle it,1,4,InvestWatchBlog,D,TRUE,happy,FALSE,17,just prediction,0.751630624,0.316312089,1.60E+12,0.067133975,0.603868533,1.60E+12,0.705043472,0.367242012,0.766250474,0.334598278
364,LdXhhFi5,9/8/20,Male,White/Caucasian/European,High School,48,Moderate,Slightly liberal,normal ,just handle it,1,5,opednews,C,TRUE,happy,TRUE,11,just prediction,0.756423232,0.273178622,1.60E+12,0.172571338,0.632624177,1.60E+12,0.705043472,0.367242012,0.766250474,0.334598278
0,2UD6shBv,9/4/20,Male,White/Caucasian/European,Undergraduate,30,Slightly liberal,Slightly liberal,,,0,0,MotherJones,E,TRUE,angry,FALSE,6,I have  been compare  all the  tweets  and then took  decision ,0.797160395,0.392993807,1.60E+12,0.742891619,0.746029279,1.60E+12,0.696882538,0.339841693,0.631595069,0.465173216
1,2UD6shBv,9/4/20,Male,White/Caucasian/European,Undergraduate,30,Slightly liberal,Slightly liberal,,,0,1,amlookout,B,TRUE,angry,TRUE,7,All tweets  are  almost  same information shows. ,0.622230225,0.670965073,1.60E+12,0.172571338,1.62948659,1.60E+12,0.696882538,0.339841693,0.631595069,0.465173216
2,2UD6shBv,9/4/20,Male,White/Caucasian/European,Undergraduate,30,Slightly liberal,Slightly liberal,,,0,2,nypost,F,TRUE,angry,FALSE,7,After  comparing  all tweets  information i took  this  decision ,0.538359595,0.546357281,1.60E+12,0.119852657,1.437782294,1.60E+12,0.696882538,0.339841693,0.631595069,0.465173216
3,2UD6shBv,9/4/20,Male,White/Caucasian/European,Undergraduate,30,Slightly liberal,Slightly liberal,,,0,3,CNNPolitics,G,TRUE,angry,TRUE,6,Tweets are almost same .,0.512000254,0.392993807,1.60E+12,0.162986123,1.255663213,1.60E+12,0.696882538,0.339841693,0.631595069,0.465173216
4,2UD6shBv,9/4/20,Male,White/Caucasian/European,Undergraduate,30,Slightly liberal,Slightly liberal,,,0,4,opednews,C,TRUE,angry,TRUE,8,After  researching  all other tweets.,0.46407418,0.306726874,1.60E+12,0.148608301,0.642209392,1.60E+12,0.696882538,0.339841693,0.631595069,0.465173216
5,2UD6shBv,9/4/20,Male,White/Caucasian/European,Undergraduate,30,Slightly liberal,Slightly liberal,,,0,5,InvestWatchBlog,D,TRUE,angry,FALSE,9,Some time  the  information is  not  matched  with other  tweets. ,0.356240514,0.254008229,1.60E+12,-0.450467661,0.766817184,1.60E+12,0.696882538,0.339841693,0.631595069,0.465173216
6,2UD6shBv,9/4/20,Male,White/Caucasian/European,Undergraduate,30,Slightly liberal,Slightly liberal,,,0,6,veteranstoday,A,TRUE,angry,FALSE,6,Most  of  the  tweets  was almost  same  information. ,0.603059795,0.627831606,1.60E+12,0.330727382,0.958521481,1.60E+12,0.696882538,0.339841693,0.631595069,0.465173216
