,usertoken,date,condition,account_index,tweet_index,familiarity,favorability,familiarity_number,favorability_number,condition_person,condition_accAlias,condition_personCluster,condition_showImage,biasChoice,biasCI,time,condition_imageIdx
3296,dNSm75MJ,10/10/20,angry,1,1,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.028708605772837365,0.039192631785224384,1602371992904.0,angry_img_idx
3297,dNSm75MJ,10/10/20,angry,1,2,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.0326278689513598,0.015677052714089756,1602372002551.0,angry_img_idx
3298,dNSm75MJ,10/10/20,angry,1,3,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.056143448022494435,0.2187928699311756,1602372036571.0,angry_img_idx
3299,dNSm75MJ,10/10/20,angry,1,4,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.0424260268976659,0.18155986973521246,1602372050509.0,angry_img_idx
3300,dNSm75MJ,10/10/20,angry,1,5,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.052224184843971996,0.043111894963746816,1602372059478.0,angry_img_idx
3301,dNSm75MJ,10/10/20,angry,1,6,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.03654713212988224,0.03919263178522439,1602372068926.0,angry_img_idx
3302,dNSm75MJ,10/10/20,angry,1,7,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.0424260268976659,0.06662747403488144,1602372088776.0,angry_img_idx
3303,dNSm75MJ,10/10/20,angry,1,8,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.06398197437953931,0.05486968449931412,1602372110658.0,angry_img_idx
3304,dNSm75MJ,10/10/20,angry,1,9,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.06006271120101687,0.09406231628453852,1602372125426.0,angry_img_idx
3305,dNSm75MJ,10/10/20,angry,1,10,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.054183816433233216,0.03919263178522438,1602372137914.0,angry_img_idx
3306,dNSm75MJ,10/10/20,angry,1,11,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.024789342594314926,0.052224184843971996,1602372149439.0,angry_img_idx
3307,dNSm75MJ,10/10/20,angry,1,12,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.2481873437700939,0.2704291294164432,1602372177552.0,angry_img_idx
3308,dNSm75MJ,10/10/20,angry,1,13,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.06398197437953931,0.062708210856359,1602372195974.0,angry_img_idx
3309,dNSm75MJ,10/10/20,angry,1,14,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.28346069742599334,0.15285126396237503,1602372218105.0,angry_img_idx
3310,dNSm75MJ,10/10/20,angry,1,15,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.12277092205737589,0.12149715853419561,1602372235292.0,angry_img_idx
3311,dNSm75MJ,10/10/20,angry,1,16,Somewhat familiar,Neutral,0,0,Theresa May,K,122,True,0.052224184843971996,0.04703115814226924,1602372242361.0,angry_img_idx
3312,dNSm75MJ,10/10/20,angry,2,0,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.9418969114177629,0.03527336860670194,1602372408150.0,angry_img_idx
3313,dNSm75MJ,10/10/20,angry,2,1,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.0424260268976659,0.0313541054281795,1602372425229.0,angry_img_idx
3314,dNSm75MJ,10/10/20,angry,2,2,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.05026455325471078,0.027434842249657074,1602372440960.0,angry_img_idx
3315,dNSm75MJ,10/10/20,angry,2,3,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.8164804897050449,0.1646090534979423,1602372479153.0,angry_img_idx
3316,dNSm75MJ,10/10/20,angry,2,4,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.9203409639358895,0.1175778953556732,1602372500373.0,angry_img_idx
3317,dNSm75MJ,10/10/20,angry,2,5,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.8360768055976571,0.22339800117577902,1602372522059.0,angry_img_idx
3318,dNSm75MJ,10/10/20,angry,2,6,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.8595923846687917,0.03919263178522425,1602372533472.0,angry_img_idx
3319,dNSm75MJ,10/10/20,angry,2,7,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.15216539589629416,0.050950421320791695,1602372560155.0,angry_img_idx
3320,dNSm75MJ,10/10/20,angry,2,8,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.24230844900231024,0.3331373402728022,1602372580054.0,angry_img_idx
3321,dNSm75MJ,10/10/20,angry,2,9,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.88898685850771,0.21555947481873416,1602372617174.0,angry_img_idx
3322,dNSm75MJ,10/10/20,angry,2,10,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.8811483321506651,0.05878894767783649,1602372633522.0,angry_img_idx
3323,dNSm75MJ,10/10/20,angry,3,0,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.3853615400675767,0.5604546345287087,1602372842045.0,angry_img_idx
3324,dNSm75MJ,10/10/20,angry,3,1,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.5009798038339887,0.19988242210464424,1602372879082.0,angry_img_idx
3325,dNSm75MJ,10/10/20,angry,3,2,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.27758180265820964,0.13325491816815782,1602372890869.0,angry_img_idx
3326,dNSm75MJ,10/10/20,angry,3,3,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.07965902709362906,0.09014305310601609,1602372908951.0,angry_img_idx
3327,dNSm75MJ,10/10/20,angry,3,4,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.7439741209023798,0.20380168528316678,1602372922045.0,angry_img_idx
3328,dNSm75MJ,10/10/20,angry,3,5,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.06006271120101687,0.047031158142269255,1602372937676.0,angry_img_idx
3329,dNSm75MJ,10/10/20,angry,3,6,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.04830492166544956,0.02743484224965706,1602372946683.0,angry_img_idx
3330,dNSm75MJ,10/10/20,angry,3,7,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.07573976391510662,0.050950421320791695,1602372960862.0,angry_img_idx
3331,dNSm75MJ,10/10/20,angry,3,8,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.09925534298624125,0.03919263178522439,1602372975181.0,angry_img_idx
3332,dNSm75MJ,10/10/20,angry,3,9,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.4970605406554662,0.8739956888105037,1602373002485.0,angry_img_idx
3333,dNSm75MJ,10/10/20,angry,3,10,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.5832843305829598,0.5369390554575741,1602373028632.0,angry_img_idx
3334,dNSm75MJ,10/10/20,angry,3,11,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.620517330778923,0.16852831667646484,1602373046420.0,angry_img_idx
3335,dNSm75MJ,10/10/20,angry,3,12,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.04438565848692712,0.07054673721340388,1602373053529.0,angry_img_idx
3336,dNSm75MJ,10/10/20,angry,3,13,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.05026455325471078,0.0313541054281795,1602373061184.0,angry_img_idx
3337,dNSm75MJ,10/10/20,angry,3,14,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.0737801323258454,0.03135410542817951,1602373071399.0,angry_img_idx
3338,dNSm75MJ,10/10/20,angry,3,15,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.6185576991896617,0.16460905349794253,1602373089374.0,angry_img_idx
3339,dNSm75MJ,10/10/20,angry,3,16,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.5499705935655191,0.21164021164021163,1602373113565.0,angry_img_idx
3340,dNSm75MJ,10/10/20,angry,3,17,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.054183816433233216,0.027434842249657074,1602373126268.0,angry_img_idx
3341,dNSm75MJ,10/10/20,angry,3,18,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.3775230137105318,0.13717421124828533,1602373141432.0,angry_img_idx
3342,dNSm75MJ,10/10/20,angry,4,0,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.09925534298624125,0.03527336860670194,1602373192286.0,angry_img_idx
3343,dNSm75MJ,10/10/20,angry,4,1,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.11297276411106978,0.062708210856359,1602373204516.0,angry_img_idx
3344,dNSm75MJ,10/10/20,angry,4,2,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.052224184843971996,0.1639231854318615,1602373221595.0,angry_img_idx
3345,dNSm75MJ,10/10/20,angry,4,3,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.06398197437953931,0.04703115814226924,1602373232922.0,angry_img_idx
3346,dNSm75MJ,10/10/20,angry,4,4,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.06202234279027809,0.03527336860670194,1602373242083.0,angry_img_idx
3347,dNSm75MJ,10/10/20,angry,4,5,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.06398197437953931,0.0744660003919263,1602373253653.0,angry_img_idx
3348,dNSm75MJ,10/10/20,angry,4,6,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.056143448022494435,0.04703115814226924,1602373267619.0,angry_img_idx
3349,dNSm75MJ,10/10/20,angry,4,7,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.0424260268976659,0.023515579071134635,1602373281779.0,angry_img_idx
3350,dNSm75MJ,10/10/20,angry,4,8,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.06986086914732297,0.08230452674897121,1602373294120.0,angry_img_idx
3351,dNSm75MJ,10/10/20,angry,4,9,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.03654713212988224,0.023515579071134635,1602373302426.0,angry_img_idx
3352,dNSm75MJ,10/10/20,angry,4,10,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5048990670125111,0.16852831667646484,1602373318502.0,angry_img_idx
3353,dNSm75MJ,10/10/20,angry,4,11,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.03850676371914346,0.054869684499314134,1602373327206.0,angry_img_idx
3354,dNSm75MJ,10/10/20,angry,5,0,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.0933764482184576,0.3736037505320094,1602373512249.0,angry_img_idx
3355,dNSm75MJ,10/10/20,angry,5,1,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.04830492166544956,0.04703115814226924,1602373524581.0,angry_img_idx
3356,dNSm75MJ,10/10/20,angry,5,2,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.9320987534714569,0.03919263178522425,1602373538638.0,angry_img_idx
3357,dNSm75MJ,10/10/20,angry,5,3,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.9242602271144119,0.05095042132079186,1602373549278.0,angry_img_idx
3358,dNSm75MJ,10/10/20,angry,5,4,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.638154015082274,0.07446600039192619,1602373561984.0,angry_img_idx
3359,dNSm75MJ,10/10/20,angry,5,5,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.8772290689721427,0.06662747403488134,1602373571115.0,angry_img_idx
3360,dNSm75MJ,10/10/20,angry,5,6,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.7929649106339103,0.16068979031942,1602373584460.0,angry_img_idx
3361,dNSm75MJ,10/10/20,angry,5,7,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.9830491747922485,0.9614932273103751,1602373596326.0,angry_img_idx
3362,dNSm75MJ,10/10/20,angry,5,8,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.9262198587036732,0.03919263178522425,1602373605412.0,angry_img_idx
3363,dNSm75MJ,10/10/20,angry,6,0,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.5029394354232498,0.9014305310601609,1602373745849.0,angry_img_idx
3364,dNSm75MJ,10/10/20,angry,6,1,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.21487360675265318,0.5205761197266008,1602373759823.0,angry_img_idx
3365,dNSm75MJ,10/10/20,angry,6,2,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.05026455325471078,0.03919263178522438,1602373769458.0,angry_img_idx
3366,dNSm75MJ,10/10/20,angry,6,3,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.04634529007618834,0.1345287115929432,1602373780045.0,angry_img_idx
3367,dNSm75MJ,10/10/20,angry,6,4,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.3559670662286584,0.12149715853419563,1602373793372.0,angry_img_idx
3368,dNSm75MJ,10/10/20,angry,6,5,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.3755633821212706,0.2547521066039584,1602373809069.0,angry_img_idx
3369,dNSm75MJ,10/10/20,angry,6,6,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.4990201722447274,0.8112874779541448,1602373824646.0,angry_img_idx
3370,dNSm75MJ,10/10/20,angry,6,7,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.09729571139698004,0.4617871720487642,1602373839724.0,angry_img_idx
3371,dNSm75MJ,10/10/20,angry,6,8,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.4990201722447274,0.3370566333529297,1602373854329.0,angry_img_idx
3372,dNSm75MJ,10/10/20,angry,6,9,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.06594160596880053,0.14040760636072686,1602373863613.0,angry_img_idx
3373,dNSm75MJ,10/10/20,angry,6,10,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.5558494883333027,0.36057221242406445,1602373879475.0,angry_img_idx
3374,dNSm75MJ,10/10/20,angry,6,11,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.13844797477146564,0.10582010582010581,1602373890061.0,angry_img_idx
3375,dNSm75MJ,10/10/20,angry,6,12,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.07769939550436784,0.04703115814226924,1602373896896.0,angry_img_idx
3376,dNSm75MJ,10/10/20,angry,6,13,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.5029394354232498,0.885753478346071,1602373914552.0,angry_img_idx
3377,dNSm75MJ,10/10/20,angry,6,14,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.06006271120101687,0.06662747403488146,1602373921063.0,angry_img_idx
3378,dNSm75MJ,10/10/20,angry,6,15,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.08945718503993516,0.05878894767783657,1602373930092.0,angry_img_idx
3379,dNSm75MJ,10/10/20,angry,6,16,Somewhat familiar,Slightly negative,0,-1,Kim Jong-un,P,132,True,0.06594160596880053,0.08622378992749363,1602373936635.0,angry_img_idx
3380,dNSm75MJ,10/10/20,angry,7,0,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.0326278689513598,0.04311189496374683,1602374029327.0,angry_img_idx
3381,dNSm75MJ,10/10/20,angry,7,1,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.026748974183576146,0.04703115814226926,1602374035961.0,angry_img_idx
3382,dNSm75MJ,10/10/20,angry,7,2,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.056143448022494435,0.09014305310601606,1602374049429.0,angry_img_idx
3383,dNSm75MJ,10/10/20,angry,7,3,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.4990201722447274,0.4859886341367823,1602374067734.0,angry_img_idx
3384,dNSm75MJ,10/10/20,angry,7,4,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5852439621722211,0.27434842249657065,1602374083340.0,angry_img_idx
3385,dNSm75MJ,10/10/20,angry,7,5,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.054183816433233216,0.07054673721340389,1602374091778.0,angry_img_idx
3386,dNSm75MJ,10/10/20,angry,7,6,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.07573976391510662,0.0705467372134039,1602374101168.0,angry_img_idx
3387,dNSm75MJ,10/10/20,angry,7,7,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.056143448022494435,0.07446600039192633,1602374107660.0,angry_img_idx
3388,dNSm75MJ,10/10/20,angry,7,8,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.04830492166544956,0.03527336860670194,1602374115408.0,angry_img_idx
3389,dNSm75MJ,10/10/20,angry,7,9,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.04046639530840468,0.050950421320791695,1602374125020.0,angry_img_idx
3390,dNSm75MJ,10/10/20,angry,7,10,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.03850676371914346,0.05095042132079171,1602374132609.0,angry_img_idx
3391,xb1AfKDj,10/11/20,happy,0,0,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.826278647651351,0.21555947481873416,1602375393395.0,happy_img_idx
3392,xb1AfKDj,10/11/20,happy,0,1,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.003233380161638987,0.19331764431997725,1602375401003.0,happy_img_idx
3393,xb1AfKDj,10/11/20,happy,0,2,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5127375933695559,0.31354105428179513,1602375409948.0,happy_img_idx
3394,xb1AfKDj,10/11/20,happy,0,3,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5793650674044374,0.2978640015677052,1602375418972.0,happy_img_idx
3395,xb1AfKDj,10/11/20,happy,0,4,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5989613832970496,0.2861062120321378,1602375426060.0,happy_img_idx
3396,xb1AfKDj,10/11/20,happy,0,5,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.13256906505287944,0.2586713697824809,1602375434276.0,happy_img_idx
3397,xb1AfKDj,10/11/20,happy,1,0,Slightly familiar,Neutral,-1,0,Angela Merkel,N,126,True,0.522535751315862,0.10582010582010581,1602375505932.0,happy_img_idx
3398,xb1AfKDj,10/11/20,happy,1,1,Slightly familiar,Neutral,-1,0,Angela Merkel,N,126,True,0.009112274929422645,0.10513422280322238,1602375517779.0,happy_img_idx
3399,xb1AfKDj,10/11/20,happy,1,2,Slightly familiar,Neutral,-1,0,Angela Merkel,N,126,True,0.5068586986017722,0.20380168528316678,1602375526459.0,happy_img_idx
3400,xb1AfKDj,10/11/20,happy,1,3,Slightly familiar,Neutral,-1,0,Angela Merkel,N,126,True,0.0972956964461775,0.30893590808638915,1602375532996.0,happy_img_idx
3401,xb1AfKDj,10/11/20,happy,1,4,Slightly familiar,Neutral,-1,0,Angela Merkel,N,126,True,0.5068586986017722,0.1763668430335099,1602375541116.0,happy_img_idx
3402,xb1AfKDj,10/11/20,happy,1,5,Slightly familiar,Neutral,-1,0,Angela Merkel,N,126,True,0.5636880146903477,0.24691358024691357,1602375546467.0,happy_img_idx
3403,xb1AfKDj,10/11/20,happy,2,0,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.5421320672084742,0.2782676856750932,1602375610404.0,happy_img_idx
3404,xb1AfKDj,10/11/20,happy,2,1,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.028708590822034835,0.19331764431997725,1602375622755.0,happy_img_idx
3405,xb1AfKDj,10/11/20,happy,2,2,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.4343523297991072,0.24299431706839103,1602375632515.0,happy_img_idx
3406,xb1AfKDj,10/11/20,happy,2,3,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.1168920123387897,0.28150106583673207,1602375639523.0,happy_img_idx
3407,xb1AfKDj,10/11/20,happy,2,4,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,True,0.700862225938633,0.24691358024691357,1602375646924.0,happy_img_idx
3408,xb1AfKDj,10/11/20,happy,3,0,Extremely familiar,Slightly Positive,2,1,Hillary Clinton,L,100,True,0.5519302251547803,0.1019008426415835,1602375736028.0,happy_img_idx
3409,xb1AfKDj,10/11/20,happy,3,1,Extremely familiar,Slightly Positive,2,1,Hillary Clinton,L,100,True,0.07769938055356532,0.20311580226628334,1602375744347.0,happy_img_idx
3410,xb1AfKDj,10/11/20,happy,3,2,Extremely familiar,Slightly Positive,2,1,Hillary Clinton,L,100,True,0.7518126472594246,0.32137958063884,1602375751435.0,happy_img_idx
3411,xb1AfKDj,10/11/20,happy,3,3,Extremely familiar,Slightly Positive,2,1,Hillary Clinton,L,100,True,0.22271211815889552,0.30570252792475017,1602375766276.0,happy_img_idx
3412,xb1AfKDj,10/11/20,happy,3,4,Extremely familiar,Slightly Positive,2,1,Hillary Clinton,L,100,True,0.3187340660326953,0.313541054281795,1602375792564.0,happy_img_idx
3413,xb1AfKDj,10/11/20,happy,3,5,Extremely familiar,Slightly Positive,2,1,Hillary Clinton,L,100,True,0.540172435619213,0.19988242210464424,1602375800180.0,happy_img_idx
3414,xb1AfKDj,10/11/20,happy,4,0,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5284146460836457,0.23123652753282364,1602375839251.0,happy_img_idx
3415,xb1AfKDj,10/11/20,happy,4,1,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.4892220142984213,0.2194787379972566,1602375847204.0,happy_img_idx
3416,xb1AfKDj,10/11/20,happy,4,2,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.42063490867427866,0.27434842249657065,1602375855636.0,happy_img_idx
3417,xb1AfKDj,10/11/20,happy,4,3,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5029394354232498,0.28610621203213804,1602375862332.0,happy_img_idx
3418,xb1AfKDj,10/11/20,happy,4,4,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.48334311953063763,0.3840877914951989,1602375867524.0,happy_img_idx
3419,xb1AfKDj,10/11/20,happy,5,0,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.15804427571327528,0.2547521066039584,1602375908916.0,happy_img_idx
3420,xb1AfKDj,10/11/20,happy,5,1,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.3010973817293443,0.25867136978248084,1602375914948.0,happy_img_idx
3421,xb1AfKDj,10/11/20,happy,5,2,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.005193011750900207,0.30893590808638915,1602375933020.0,happy_img_idx
3422,xb1AfKDj,10/11/20,happy,5,3,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.23446990769446283,0.29786400156770537,1602375943332.0,happy_img_idx
3423,xb1AfKDj,10/11/20,happy,5,4,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.5774054358151762,0.31746031746031744,1602375963540.0,happy_img_idx
3424,xb1AfKDj,10/11/20,happy,6,0,Extremely familiar,Very negative,2,-2,Kim Jong-un,P,132,True,0.5421320672084742,0.2194787379972567,1602376096012.0,happy_img_idx
3425,xb1AfKDj,10/11/20,happy,6,1,Extremely familiar,Very negative,2,-2,Kim Jong-un,P,132,True,0.8909464900969712,0.7478933840809022,1602376102980.0,happy_img_idx
3426,xb1AfKDj,10/11/20,happy,6,2,Extremely familiar,Very negative,2,-2,Kim Jong-un,P,132,True,0.24622769723003016,0.27826768567509313,1602376109460.0,happy_img_idx
3427,xb1AfKDj,10/11/20,happy,6,3,Extremely familiar,Very negative,2,-2,Kim Jong-un,P,132,True,0.1188516439280509,0.1450127376053302,1602376115052.0,happy_img_idx
3428,xb1AfKDj,10/11/20,happy,6,4,Extremely familiar,Very negative,2,-2,Kim Jong-un,P,132,True,0.7243778050097676,0.21555947481873416,1602376120665.0,happy_img_idx
3429,xb1AfKDj,10/11/20,happy,7,0,Somewhat familiar,Slightly Positive,0,1,Theresa May,K,122,True,0.5382128040299518,0.16852831667646484,1602376188260.0,happy_img_idx
3430,xb1AfKDj,10/11/20,happy,7,1,Somewhat familiar,Slightly Positive,0,1,Theresa May,K,122,True,0.6420732782607964,0.1920438957475994,1602376202180.0,happy_img_idx
3431,xb1AfKDj,10/11/20,happy,7,2,Somewhat familiar,Slightly Positive,0,1,Theresa May,K,122,True,0.49118164588768254,0.17244757985498738,1602376241332.0,happy_img_idx
3432,xb1AfKDj,10/11/20,happy,7,3,Somewhat familiar,Slightly Positive,0,1,Theresa May,K,122,True,0.5342935408514293,0.25475210660395864,1602376247485.0,happy_img_idx
3433,xb1AfKDj,10/11/20,happy,7,4,Somewhat familiar,Slightly Positive,0,1,Theresa May,K,122,True,0.5911228569400047,0.25475210660395864,1602376252436.0,happy_img_idx
3434,RQbGxHvS,10/11/20,happy,0,0,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.505415760070183,0.12997760943238829,1602391244866.0,happy_img_idx
3435,RQbGxHvS,10/11/20,happy,0,1,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.4540588193596571,0.5512943432406519,1602391257039.0,happy_img_idx
3436,RQbGxHvS,10/11/20,happy,0,2,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5019974579023225,0.2756471716203261,1602391272013.0,happy_img_idx
3437,RQbGxHvS,10/11/20,happy,0,3,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.41810484045265806,0.32358581016299137,1602391282681.0,happy_img_idx
3438,RQbGxHvS,10/11/20,happy,0,4,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.4540588193596571,0.15580057526366242,1602391295039.0,happy_img_idx
3439,RQbGxHvS,10/11/20,happy,1,0,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.727708547707372,0.047938638542665446,1602391355824.0,happy_img_idx
3440,RQbGxHvS,10/11/20,happy,1,1,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.12847555068477193,0.10786193672099714,1602391364877.0,happy_img_idx
3441,RQbGxHvS,10/11/20,happy,1,2,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.20637583831660317,0.21572387344199426,1602391372837.0,happy_img_idx
3442,RQbGxHvS,10/11/20,happy,1,3,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.3741610884552148,0.26366254246322524,1602391381228.0,happy_img_idx
3443,RQbGxHvS,10/11/20,happy,1,4,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.5898849618972091,0.16778523489932895,1602391392640.0,happy_img_idx
3444,RQbGxHvS,10/11/20,happy,1,5,Extremely familiar,Neutral,2,0,Barack Obama,O,117,True,0.20637583831660317,0.2636625119846596,1602391402209.0,happy_img_idx
3445,RQbGxHvS,10/11/20,happy,2,0,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.5079897877201557,0.32358581016299137,1602391460005.0,happy_img_idx
3446,RQbGxHvS,10/11/20,happy,2,1,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.4960051280844893,0.5033557351765521,1602391471544.0,happy_img_idx
3447,RQbGxHvS,10/11/20,happy,2,2,Moderately familiar,Very negative,1,-2,Vladimir Putin,J,111,True,0.4240971702704912,0.6351869911688819,1602391479684.0,happy_img_idx
